ID,name,govsystem,x,y,race,prod,activity,tag,civlevel,size,SC
1436,Triton8,3,-7,-10,0,1,15003,[],1,2,1
1437,Neutral-172-9,2,-7,-10,1,0,15063,[],1,1,1
1438,Almacen,2,-10,-7,0,0,21804,[],7,2,1
1439,Neutrino,2,-10,-7,2,0,23883,[],10,2,1
1440,SuperName,2,-10,-7,1,1,23738,[],10,2,1
1441,PopCorn,2,26,4,0,0,18368,[],4,2,1
1444,Fangeombre,2,3,-3,0,1,21534,[PASTA],9,2,1
1445,Cannelloni,2,10,-3,1,1,21829,[PASTA],9,2,1
1446,Kaluga,2,25,17,1,1,20422,[],5,2,1
1447,Persicus,2,25,17,0,1,20351,[],5,1,1
1448,Reunification,2,28,27,0,0,20462,[],5,2,1
1449,InnerLight,2,28,27,0,0,20466,[],5,1,1
1450,Pegasus,2,28,27,1,2,20475,[],5,1,1
1451,Foreman,2,26,19,2,0,20586,[],5,1,1
1452,Dostojevski,2,26,19,2,2,4345,[],8,3,1
1453,SpaceNuts,2,21,25,0,2,23078,[],9,2,1
1454,Riverdelta,2,21,25,2,0,23185,[],9,1,1
1455,Galaxian,2,23,27,0,0,22662,[],8,3,1
1456,Mallard,2,25,27,1,2,19903,[],4,2,1
1457,Enol,2,25,27,1,1,23728,[],10,1,1
1458,Dollphobia,2,25,27,2,2,23706,[],10,3,1
1459,B-Red,2,23,24,0,1,22474,[],8,1,1
1460,Blue,2,23,24,0,2,22472,[],8,1,1
1461,Activ,2,17,24,0,0,23349,[],9,2,1
1462,Izulu,2,-11,-30,2,0,22956,[],8,1,1
1463,________,2,-11,-30,1,1,22676,[],8,1,1
1464,Hamba,2,-11,-30,2,1,22791,[],8,1,1
1465,Inqwaba,2,-11,-29,1,0,22848,[],8,2,1
1466,____.____,2,-11,-29,0,1,23231,[],9,1,1
1467,Forrest,2,-11,-29,0,0,23416,[],9,4,1
1468,Nirvana,2,-12,-30,0,1,23238,[],9,3,1
1469,Forget,2,24,-2,0,1,21570,[],8,2,1
1470,Winner,2,24,-2,2,1,21495,[],7,1,1
1471,Remember,2,24,-2,1,2,21476,[],7,2,1
1472,Merneptah,0,27,-2,1,2,22100,[],9,2,1
1473,BubbleJazz,2,-29,10,1,1,23183,[],9,3,1
1474,Helms_Deep,2,-28,12,1,1,20359,[],5,2,1
1475,Rohan,2,-28,12,1,0,20508,[],5,1,1
1476,Polenta,2,6,-6,2,2,23398,[PASTA],9,1,1
1477,Shimou,2,12,29,0,1,21808,[],9,1,1
1478,Bananaboat,2,13,23,0,1,18382,[],3,3,1
1479,QI-Kong,2,13,23,2,2,18445,[],3,3,1
1480,Ceti-Umdikar,2,30,22,0,1,23081,[],9,2,1
1481,Tatooine,0,-30,6,2,1,22351,[],8,2,1
1482,PhotoVoltaics,2,-26,19,1,1,23459,[],9,2,1
1483,lemon,1,-28,-26,2,0,23393,[TAG],9,1,1
1484,Haricots,2,19,26,0,2,23194,[],9,1,1
1485,Inforcer,2,19,26,0,0,23336,[],9,2,1
1486,Ivrogne,0,19,26,1,2,23079,[],9,1,1
1487,ADDS,2,-5,28,2,0,22854,[MNKY],8,2,1
1488,ADFS,2,-5,28,2,2,22868,[MNKY],8,2,1
1489,DropTable,2,-5,28,2,2,23297,[MNKY],9,2,1
1490,Sparetire,2,-29,-25,0,2,23163,[],9,3,1
1491,Orange,2,30,-1,2,2,22217,[],9,3,1
1492,CoreDone,2,30,-1,0,0,22746,[],10,1,1
1493,Neutral-E3-R,1,30,-1,2,1,14757,[],1,1,1
1496,ChickkyBiscuit,0,30,2,2,0,19861,[],5,1,1
1497,MobCraft,0,24,1,1,2,22380,[],9,1,1
1498,Perceval,2,24,1,1,0,22499,[],9,1,1
1499,Mutant,2,28,-2,1,0,22499,[],9,2,1
1500,Bladorthin,2,28,-2,1,0,22473,[],9,3,1
1501,Elias,2,25,-1,0,1,22699,[],9,4,1
1503,Merlin,2,25,-1,2,0,22818,[],9,2,1
1504,EightyFiveVibe,2,29,2,0,2,21568,[],9,3,1
1505,Xenoprime,2,17,10,2,2,22976,[],9,2,1
1506,Vasquez,2,17,10,0,0,23139,[],9,1,1
1507,Hudson,2,17,10,2,2,22954,[],9,1,1
1509,Marwalll,0,30,1,0,0,21106,[],8,2,1
1511,GravityBong,2,29,1,0,0,21820,[],9,1,1
1512,Wakka,2,-10,-26,2,0,22835,[],8,3,1
1513,Karma,2,-10,-26,2,1,22660,[],8,1,1
1514,Huxizterk,2,-10,-26,2,2,22661,[],8,3,1
1515,Indlulamithi,2,-10,-27,1,0,22945,[],8,2,1
1516,Isampula,2,-10,-27,2,0,22949,[],8,2,1
1517,Iqhawe,2,-10,-27,2,2,22780,[],8,2,1
1518,Ibhubesi,2,-10,-28,1,1,22785,[],8,2,1
1519,Imvubu,2,-10,-29,0,1,23224,[],9,3,1
1520,Inkawu,2,-10,-29,2,1,22665,[],8,2,1
1521,Ingwenya,2,-10,-29,2,2,22661,[],8,1,1
1522,NukaWorld,2,19,16,1,1,20148,[],5,1,1
1523,NukaCola,2,19,16,1,1,19735,[],4,4,1
1524,Explorer,2,11,-6,1,2,22978,[PASTA],9,2,1
1525,Indlovu,2,-10,-30,2,1,22657,[],8,2,1
1526,DEAN,2,9,-10,2,1,23982,[PASTA],10,2,1
1527,DOREEN,0,9,-10,2,2,23515,[PASTA],10,3,1
1528,NotMother,2,-30,9,1,0,23363,[],9,2,1
1529,GuardianOfWar,2,-30,9,2,0,23358,[],9,1,1
1530,Lupin,2,22,16,2,2,22693,[],9,1,1
1531,Wedd,2,14,25,2,0,24490,[],11,1,1
1532,PPBB,2,14,25,1,1,24311,[],11,3,1
1533,Spade,2,-21,-29,1,0,14738,[TAG],6,4,1
1534,Bucket,0,-21,-30,1,2,17318,[TAG],7,4,1
1535,Pierrade,2,4,-12,0,0,22741,[PASTA],9,1,1
1536,hinky,2,23,18,2,0,19783,[],4,3,1
1537,ramk,2,23,18,0,0,19031,[],4,1,1
1538,rimk,2,23,18,1,1,18905,[],4,2,1
1539,Queen,2,-19,23,2,2,21833,[],7,2,1
1540,Calzone,3,-19,23,0,2,21669,[],7,2,1
1541,Sochu,1,-24,-27,1,1,20843,[TAG],5,1,1
1542,Calpis,1,-24,-27,2,0,20977,[TAG],5,1,1
1543,/././,2,9,-9,0,0,24191,[PASTA],10,1,1
1544,IrishBeer,2,22,5,1,0,22784,[],8,3,1
1545,Neutral-AB-D,1,21,-3,1,1,15045,[],1,1,1
1546,Neutral-9E-1Q,1,21,-3,2,1,15040,[],1,2,1
1547,Neutral-4H-C,2,21,-3,0,1,15058,[],1,1,1
1548,Liberty,2,-19,-27,0,1,22970,[TAG],9,2,1
1549,Warhawk,2,-19,-27,0,1,22967,[TAG],9,1,1
1550,Robot,2,9,-7,0,1,22994,[PASTA],9,2,1
1551,Quantity,2,9,-7,2,1,23049,[PASTA],9,3,1
1552,Coke,0,-4,29,1,0,23415,[MNKY],9,2,1
1553,Dynasty,0,9,-8,2,2,23047,[PASTA],9,1,1
1554,Willa,2,8,-8,2,0,24201,[PASTA],10,2,1
1555,Yessir,2,8,-8,2,1,23975,[PASTA],10,2,1
1556,Neutral-157-1L1,2,-4,28,2,2,23342,[MNKY],9,3,1
1557,Neutral-KGB-H,2,-4,28,1,0,23163,[MNKY],9,2,1
1558,Wortox,2,20,15,0,1,21242,[],7,2,1
1559,Sanchez,2,12,-4,1,0,23132,[PASTA],9,2,1
1560,Eggs,0,-4,30,2,1,21256,[MNKY],6,3,1
1561,Easter,0,-4,30,0,0,21310,[MNKY],5,2,1
1562,The_Shire,2,-27,13,0,1,20362,[],5,2,1
1563,Eregion,2,-27,13,1,1,20371,[],5,2,1
1564,Grey_Havens,2,-27,13,1,0,20510,[],5,1,1
1565,Roma,2,6,-11,1,2,22656,[PASTA],9,1,1
1566,Samsung,2,27,4,2,2,19777,[],6,2,1
1567,BattleBrother,2,-29,9,2,2,23194,[],9,1,1
1568,AkV12,2,5,-12,1,2,22353,[PASTA],9,2,1
1569,Corn,2,5,-12,2,2,22353,[PASTA],9,4,1
1570,Akira,2,5,-12,0,1,22356,[PASTA],9,2,1
1571,Ford,2,30,5,0,2,19806,[],6,2,1
1572,Silver,2,30,5,2,1,19811,[],6,1,1
1573,Mitsubishi,1,30,5,1,2,19826,[],6,1,1
1574,Tomcat,2,-20,-27,2,0,23141,[TAG],9,1,1
1575,Corsair,2,-20,-27,0,1,22985,[TAG],9,1,1
1576,-BUSTER-,2,10,-8,0,0,23913,[PASTA],10,1,1
1577,-BARNEY-,2,10,-8,0,1,24022,[PASTA],10,3,1
1578,13.03.18,2,11,-8,0,1,24000,[PASTA],10,2,1
1579,22.11.03,2,11,-8,1,2,23982,[PASTA],10,2,1
1580,Zozo,2,6,-12,0,2,22654,[PASTA],9,2,1
1581,Mastodon,2,23,5,1,0,23478,[],9,1,1
1582,Foeman,2,27,19,1,2,20467,[],5,2,1
1583,Logan,0,27,19,0,2,20622,[],5,1,1
1584,longshore,2,27,19,2,1,20524,[],5,1,1
1585,PlutoWasAPup,2,24,5,1,0,22833,[],9,1,1
1586,Database,2,24,5,1,0,22855,[],9,1,1
1587,Zipper,2,24,5,2,0,22735,[],9,1,1
1588,Neit,2,-18,-28,2,2,21805,[TAG],7,2,1
1589,Danu,2,-18,-28,0,0,21960,[TAG],7,1,1
1590,Cailleach,2,-18,-28,0,1,21811,[TAG],7,2,1
1591,Montu,2,-29,-28,2,1,19086,[TAG],10,2,1
1592,Walter,0,20,14,1,2,19046,[],4,1,1
1593,WX-78,0,20,14,1,2,20783,[],6,4,1
1594,Neutral-JP-Z,1,9,8,0,1,14863,[],1,1,1
1595,Lancealot,2,-8,9,1,2,20022,[],4,1,1
1596,Larry,2,-8,9,0,0,20145,[],4,1,1
1597,Krildor17,2,-9,8,0,0,22848,[],8,2,1
1598,Krildor12,2,-9,8,1,0,22851,[],8,1,1
1599,Neutral-4T-12,1,-9,8,0,0,15063,[],1,2,1
1600,Shindaye,0,-8,-9,2,2,21500,[],7,2,1
1601,Tesseract,2,-8,-9,0,1,21680,[],7,2,1
1602,Another,2,-9,-8,2,2,23778,[],10,1,1
1603,AssezM,2,-9,-8,2,2,23662,[],10,2,1
1604,Neutral-5H-E,1,-13,0,1,2,15041,[],1,1,1
1605,Zion,2,-13,0,1,2,21682,[],7,2,1
1606,Eco1,2,13,0,2,2,14725,[],1,3,1
1607,S007CamoBase,0,13,0,1,1,21899,[],9,4,1
1609,North1,2,0,13,1,2,22170,[],9,2,1
1610,Neutral-13C-I,1,0,-13,2,0,15064,[],1,1,1
1611,Neutral-WR-6,1,0,-13,2,2,15043,[],1,1,1
1612,Neutral-76-1G,1,0,-13,0,1,15044,[],1,1,1
1613,Neutral-RQ-Y,2,1,13,0,0,22198,[],9,4,1
1614,Neutral-PD-J,2,1,13,0,1,22125,[],9,2,1
1615,Neutral-50-11,1,1,13,1,2,14827,[],1,1,1
1617,Varking,0,13,1,1,2,21749,[],9,2,1
1618,North11,2,-1,13,0,0,22242,[],9,3,1
1619,North22,2,-1,13,0,2,22149,[],9,1,1
1620,North2,2,-1,13,1,0,22263,[],9,3,1
1621,Haumeya,1,-13,1,1,2,23152,[],9,1,1
1622,Yama,1,-13,1,1,0,23314,[],9,2,1
1623,Rascal,1,-13,1,1,2,23158,[],9,2,1
1624,Neutral-QS-7,1,1,-13,1,1,15042,[],1,3,1
1625,Neutral-11-1D,1,1,-13,1,2,15042,[],1,1,1
1626,Neutral-10N-A,1,13,-1,1,2,14722,[],1,2,1
1627,Phoenix,2,-1,-13,0,0,23105,[],9,2,1
1628,Azkaban,2,-1,-13,0,2,23040,[],9,4,1
1629,Tappas,3,-1,-13,0,0,15003,[],1,1,1
1630,Neutral-MF-J,0,-13,-1,2,2,20010,[],5,1,1
1631,Banania,2,-13,-1,0,1,24871,[],12,1,1
1632,Bambino,2,-13,-1,2,2,24940,[],12,1,1
1633,booom,1,21,-4,1,1,15042,[],1,1,1
1634,Obaldi-Conlos,2,30,21,2,1,23061,[],9,1,1
1635,Banidian-Tasnt,2,30,21,1,2,23053,[],9,1,1
1636,Cecury,2,30,21,2,2,23067,[],9,3,1
1637,Epsilon_B,2,-29,17,1,1,23568,[],9,2,1
1638,Epsilon_A,0,-29,17,1,2,23470,[],9,1,1
1639,Zeta_A,2,-28,16,1,1,23511,[],9,1,1
1640,Clown,2,-28,9,1,1,23156,[],9,2,1
1641,Tonies,2,-28,9,2,1,23155,[],9,4,1
1642,NotMy-Uranus,2,25,5,0,2,19871,[],8,4,1
1643,Buffering,2,25,5,1,1,22033,[],9,3,1
1644,Zapdos,2,25,5,1,2,22154,[],9,1,1
1645,Bravo,2,22,24,0,1,20310,[],5,1,1
1646,Zues,2,22,24,2,0,20401,[],5,1,1
1647,Neutral-BF-14,1,26,5,0,2,14755,[],1,2,1
1648,Elixer,1,26,5,0,2,20269,[],6,2,1
1649,Venuvian,2,24,27,2,0,22655,[],8,1,1
1650,Either,1,27,5,1,1,19978,[],6,1,1
1652,Messerschmidt,2,27,5,1,2,19748,[],6,1,1
1653,Reindor,2,16,27,2,2,24262,[],11,1,1
1654,Nopekick,2,16,27,1,2,24250,[],11,1,1
1655,F--2,2,-25,-29,0,1,21103,[TAG],6,1,1
1656,F--1,2,-25,-29,1,0,21265,[TAG],6,2,1
1657,-BUDDY-,2,8,-10,2,1,23964,[PASTA],10,2,1
1658,Kenny,2,8,-10,0,0,23280,[PASTA],9,4,1
1659,Kerbal,2,8,-10,1,1,23106,[PASTA],9,1,1
1660,ooo00ooo,2,10,-9,0,0,24175,[PASTA],10,2,1
1661,oooOOooo,2,10,-9,1,0,24187,[PASTA],10,2,1
1662,Transmontanus,2,25,16,1,2,20547,[],5,4,1
1663,E-extra,2,19,15,1,1,17107,[],2,3,1
1664,Neutral-FL,2,23,17,2,2,18379,[],3,2,1
1665,Neutral-XR,2,23,17,1,0,18433,[],3,1,1
1666,Erebor,2,-27,12,0,1,20343,[],5,2,1
1667,Moria,2,-27,12,1,1,20348,[],5,3,1
1668,Gray,2,17,23,1,1,23140,[],9,1,1
1669,Delirium,2,12,-5,1,1,22947,[PASTA],9,2,1
1670,ParkCity,2,12,-5,1,1,23130,[PASTA],9,2,1
1671,Sensational,2,12,-5,1,1,22941,[PASTA],9,1,1
1672,Neutral-US-Z,1,12,-6,2,0,15075,[],1,4,1
1673,-CHARLEY-,2,11,-7,2,0,24161,[PASTA],10,3,1
1674,Forasticio,2,16,10,0,1,22953,[],9,1,1
1675,Gorman,2,16,10,1,2,22947,[],9,2,1
1676,Fish,2,-22,-27,1,1,19935,[TAG],5,3,1
1677,Chips,2,-22,-27,2,0,20338,[TAG],5,1,1
1678,Peas,2,-22,-27,2,2,6337,[TAG],5,1,1
1679,Aiur,2,-9,-26,1,2,22756,[],8,2,1
1680,Bel.Shir,2,-9,-27,0,1,23201,[],9,3,1
1681,Braxis,2,-9,-28,2,0,22807,[],8,3,1
1682,Vanass,2,-9,-28,2,0,22814,[],8,2,1
1683,Dylar.IV,2,-9,-28,0,1,23190,[],9,1,1
1684,Gyras,2,-9,-29,2,1,22641,[],8,1,1
1685,Glacius,2,-9,-29,1,0,22916,[],8,1,1
1686,Endion,2,-9,-29,2,1,22645,[],8,2,1
1687,Taurus.IV,2,-9,-30,2,0,22822,[],8,2,1
1688,Zhakul,2,-9,-30,1,1,22771,[],8,1,1
1689,Samiku,2,-9,-30,1,0,22941,[],8,1,1
1690,Rohana,2,-12,-25,2,1,22639,[],8,1,1
1691,Selendis,2,-12,-25,2,2,22647,[],8,2,1
1692,Fenix,2,-13,-25,1,1,22754,[],8,3,1
1693,Tassadar,2,-13,-25,0,1,23190,[],9,1,1
1694,Karax,2,-11,-25,1,2,22757,[],8,1,1
1695,Taldarin,2,-11,-25,1,0,22921,[],8,3,1
1696,Aldaris,2,-11,-25,2,2,22640,[],8,3,1
1697,Waves,2,29,21,1,1,23003,[],9,2,1
1698,SaltLake,2,29,21,1,1,22998,[],9,1,1
1699,Kaneche,0,-6,30,0,2,22431,[MNKY],7,2,1
1700,Jagarra,0,-6,30,2,0,22611,[MNKY],7,1,1
1701,Livetz,0,-6,30,1,2,22709,[MNKY],8,4,1
1702,Turmalin,2,12,24,1,2,18466,[],3,2,1
1703,Kobold,2,12,24,1,2,18458,[],3,2,1
1704,Eta_A,2,-27,16,2,2,23517,[],9,3,1
1705,Eta_C,2,-27,16,2,2,23521,[],9,1,1
1706,Eta_B,2,-27,16,2,2,23516,[],9,2,1
1707,Damssss,2,16,26,1,2,24247,[],11,3,1
1708,Isengard,2,-26,12,1,1,20345,[],5,3,1
1709,Orthanc,2,-26,12,2,2,20366,[],5,4,1
1710,Solaria,2,29,22,1,0,23273,[],9,4,1
1711,PussPuss,2,29,22,1,0,23145,[],9,2,1
1712,Lentonate,2,18,9,2,0,23129,[],9,1,1
1713,Kamino,2,18,9,1,0,23106,[],9,1,1
1714,Karavrom,2,-28,10,1,0,23347,[],9,2,1
1715,Silicon,2,-26,18,0,1,23450,[],9,3,1
1716,FourthInnaRow,2,19,14,1,1,17174,[],2,2,1
1717,Corelia,0,-28,6,0,2,22348,[],8,2,1
1719,Over,2,21,0,1,2,21163,[],7,3,1
1720,Under,2,21,0,0,0,21488,[],7,2,1
1721,Dina,2,11,25,1,2,19462,[],5,2,1
1722,Scally,2,11,25,0,1,19482,[],5,3,1
1723,Gass,2,-21,-27,2,0,20087,[TAG],5,3,1
1724,Liquid,2,-21,-27,2,1,4732,[TAG],5,4,1
1725,Solid,2,-21,-27,1,0,4090,[TAG],5,1,1
1726,Neutral-9U-1Z,1,7,-11,1,0,15062,[],1,1,1
1727,CHICKENY,2,8,-11,2,0,23884,[PASTA],10,2,1
1728,-MICKEY-,2,8,-11,1,2,23671,[PASTA],10,3,1
1729,Prospero,2,27,27,2,2,19239,[],4,2,1
1730,Sullist,2,27,27,0,1,19169,[],4,2,1
1731,Thor,2,27,27,0,1,19196,[],4,3,1
1732,Neutral-VU-1H,1,28,5,2,0,14769,[],1,2,1
1733,Neutral-GO-1S,1,28,5,0,1,14756,[],1,2,1
1734,Neutral-XI-1B,1,28,5,1,1,14757,[],1,1,1
1735,Neutral-1B6-1B,1,29,5,2,1,14758,[],1,4,1
1736,Neutral-13E-1K,1,29,5,1,1,14757,[],1,1,1
1738,Narcissist,2,-27,21,2,1,20850,[],6,2,1
1739,Uppsala,2,-25,14,2,1,19190,[],4,2,1
1740,Birka,2,-25,14,2,2,19187,[],4,2,1
1741,K6DN,2,-29,19,1,1,23330,[],9,2,1
1742,K5ENC,2,-29,19,0,1,23334,[],9,4,1
1743,GodeWind1,2,-29,19,2,0,23456,[],9,4,1
1744,Dope,0,-3,30,1,2,21190,[MNKY],5,1,1
1745,GreatApe,2,-3,29,0,0,23467,[MNKY],9,2,1
1746,GorillaGlue,2,-3,29,2,1,23268,[MNKY],9,1,1
1747,Boyle,2,-3,29,2,1,22870,[MNKY],8,1,1
1748,oldest,0,21,-2,0,2,21295,[],7,4,1
1749,Above,0,21,-2,0,0,21810,[],7,1,1
1750,Newest,1,21,-2,0,1,21309,[],7,1,1
1751,Malema,0,-3,28,1,1,21651,[MNKY],6,1,1
1752,Think_Clean,0,-3,28,2,2,20638,[MNKY],5,2,1
1753,Philmont,0,-3,28,1,1,20605,[MNKY],5,3,1
1754,Wormwood,0,20,13,2,0,18408,[],3,1,1
1755,Wigfrid,2,20,13,1,1,19038,[],4,4,1
1756,Havoc,1,21,5,0,0,22832,[],8,2,1
1757,Hatred,2,21,4,2,1,22675,[],8,2,1
1758,DesuKa,1,-23,-27,1,2,22646,[TAG],8,4,1
1759,Nani,1,-23,-27,0,2,20806,[TAG],5,2,1
1760,Neutral-TZ-18,1,2,13,0,2,14830,[],1,3,1
1761,Burns,2,2,13,2,2,14838,[],1,2,1
1762,Boyharsher,2,2,13,2,1,14838,[],1,3,1
1763,Neutral-YW-3,1,13,2,2,2,14721,[],1,2,1
1764,Neutral-N7-B,1,13,2,0,2,14718,[],1,2,1
1765,Neutral-GA-I,2,13,2,2,2,14723,[],1,2,1
1766,Salmbo,2,-2,13,0,2,14858,[],1,2,1
1767,Neutral-1HT-1U,2,-2,13,0,2,19624,[],5,1,1
1768,Sopqs,2,-13,2,1,0,20926,[],6,2,1
1769,ErataWorld-6,1,-13,2,1,0,16259,[],1,1,1
1770,Neutral-5I-9,1,2,-13,2,0,14942,[],1,2,1
1771,Neutral-7U-H,1,2,-13,1,2,14928,[],1,1,1
1772,Neutral-NG-1A,1,2,-13,0,2,14928,[],1,1,1
1773,Neutral-RN-1M,1,13,-2,1,2,14721,[],1,1,1
1774,Neutral-G6-Z,1,13,-2,0,0,14731,[],1,1,1
1775,Neutral-15P-W,1,13,-2,0,2,14719,[],1,2,1
1776,Neutral-L3-8,1,-2,-13,0,0,15064,[],1,1,1
1777,Neutral-XC-I,1,-2,-13,2,2,15043,[],1,2,1
1778,Neutral-2Y-0,1,-2,-13,2,1,15046,[],1,4,1
1779,Zonest,2,-13,-2,1,2,24906,[],12,1,1
1780,Neutral-4G-1N,1,-13,-2,0,1,15040,[],1,2,1
1781,Doudoudou,2,-13,-2,1,1,24831,[],12,2,1
1782,Pandas,2,-6,29,0,2,23278,[MNKY],9,1,1
1783,Django,2,-6,29,2,0,23483,[MNKY],9,4,1
1784,Darkos,2,29,23,1,0,23184,[],9,2,1
1785,Sevrog,2,29,24,1,0,23172,[],9,1,1
1786,Atarton-Nibebus,2,29,24,1,0,23182,[],9,3,1
1787,Grengolia-6,2,29,24,0,2,23057,[],9,2,1
1788,Theta_A,2,-26,16,2,2,23515,[],9,1,1
1789,Nemo,2,28,19,0,1,20471,[],5,4,1
1790,Nautilus,2,28,19,0,0,20583,[],5,2,1
1791,Eternal,2,21,3,0,2,22682,[],8,2,1
1792,Emerald,0,21,3,1,0,22543,[],8,2,1
1793,NotoriousTitan,2,21,2,2,1,22092,[],8,2,1
1794,Forest,2,21,2,2,0,22423,[],8,2,1
1796,Neutral-19A,2,-27,22,1,0,20801,[],6,2,1
1797,Neutral-20A,2,-27,22,1,1,20849,[],6,1,1
1798,Felanis,2,-14,-25,2,2,22651,[],8,1,1
1799,Talandar,2,-14,-25,0,1,23205,[],9,2,1
1800,Clolarion,2,-14,-25,2,1,22651,[],8,1,1
1801,Turin,2,21,1,0,0,22120,[],8,1,1
1802,Neutral-QO-16,1,21,-1,2,1,14864,[],1,3,1
1803,Neutral-7D-8,1,21,-1,2,1,14864,[],1,2,1
1804,Norfell,0,-2,30,1,0,21775,[MNKY],6,1,1
1805,HOAG,2,-2,30,1,0,23243,[MNKY],8,1,1
1806,MSCONFIG,2,-2,30,0,0,23038,[MNKY],8,2,1
1807,Do-Do,0,-2,29,2,1,22299,[MNKY],8,2,1
1808,Foreskin,0,-2,29,2,2,21191,[MNKY],5,2,1
1809,Frankenstein,0,-2,29,0,1,21167,[MNKY],5,2,1
1810,DamoclesSword,2,21,24,1,0,20453,[],5,2,1
1811,Dancewithus,2,3,13,0,0,15064,[],1,1,1
1812,Mbappe,2,3,13,0,1,15044,[],1,1,1
1813,Neutral-130-U,1,13,3,1,0,14731,[],1,2,1
1814,Neutral-GX-1F,1,13,3,1,1,14721,[],1,2,1
1815,Neutral-ZQ-1H,1,13,3,0,1,14723,[],1,1,1
1816,Price,0,-3,13,0,1,21517,[],6,1,1
1817,Neutral-MR-0,1,-13,3,2,1,15047,[],1,1,1
1818,Neutral-JD-G,2,-13,3,1,2,18000,[],3,1,1
1819,Neutral-189-A,2,3,-13,0,0,14860,[],1,2,1
1820,Neutral-N6-O,1,3,-13,2,0,14860,[],1,2,1
1821,Neutral-YM-15,1,3,-13,0,0,14861,[],1,4,1
1822,Neutral-XT-16,1,13,-3,1,0,15052,[],1,1,1
1823,Neutral-1AM-H,1,13,-3,1,1,15031,[],1,1,1
1824,Neutral-92-U,1,13,-3,0,0,15052,[],1,1,1
1825,Neutral-HQ-R1,0,-3,-13,2,2,22860,[],8,1,1
1826,Neutral-CJ-M,1,-3,-13,0,2,15042,[],1,1,1
1827,Neutral-17C-K,1,-3,-13,2,2,15044,[],1,2,1
1828,Neutral-GJ-3F,2,-13,-3,1,2,20031,[],5,1,1
1829,Neutral-GJ-1F,2,-13,-3,2,0,20141,[],5,3,1
1830,PastAway,2,4,12,0,2,20910,[],7,3,1
1831,Neutral-3T-12,1,12,4,0,2,15049,[],1,1,1
1832,Gatka,3,12,4,0,1,17866,[],3,1,1
1833,Neutral-JH-1C1,0,-4,12,1,1,22854,[],8,3,1
1834,Neutral-QL-1E,1,-12,4,0,0,15064,[],1,2,1
1835,Neutral-5F-17,1,-12,4,0,2,15044,[],1,2,1
1836,Neutral-HR-L,1,-12,4,2,0,15063,[],1,1,1
1837,Pastanoluck,0,-4,-12,0,0,18147,[],3,1,1
1838,OwnedStase,1,-4,-12,0,1,18183,[],3,3,1
1839,Neutral-PC-B,1,-12,-4,2,1,15041,[],1,1,1
1840,Aether,0,-27,-30,0,0,23278,[],10,2,1
1841,Rahl,2,-27,-30,0,1,21191,[TAG],10,2,1
1842,Lidl,2,25,15,0,1,20707,[],5,1,1
1843,Iota_A,2,-25,16,1,0,23484,[],9,1,1
1844,Last1,2,15,25,1,0,24416,[],11,2,1
1845,Polp,2,15,25,2,1,24226,[],11,1,1
1846,LJ-13,2,15,25,2,2,24227,[],11,1,1
1847,Sahne,2,-18,29,1,0,23298,[],9,3,1
1848,Schoko,2,-18,29,2,1,23133,[],9,2,1
1849,Streusel,2,-18,29,1,0,23301,[],9,1,1
1850,Neutral-IN-Z,2,28,18,0,2,3727,[],4,2,1
1851,Midgard,2,27,26,2,0,19204,[],4,3,1
1852,Fangorn,2,27,26,2,0,19152,[],4,2,1
1853,Connection,2,28,24,2,1,22966,[],9,2,1
1854,Planeolok,2,28,24,2,2,23028,[],9,3,1
1855,Lorien,2,-27,11,1,1,20319,[],5,1,1
1856,Mirkwood,2,-27,11,2,1,20335,[],5,2,1
1857,BMWM3,2,26,29,1,2,21869,[],8,1,1
1858,BMWM3Touring,2,26,29,1,1,19615,[],5,2,1
1859,AndChill,2,26,29,2,1,19620,[],5,2,1
1860,Delyo,2,18,24,2,0,23283,[],9,2,1
1861,Bayo,2,18,24,2,1,23108,[],9,2,1
1862,Agege,2,18,24,0,2,23107,[],9,3,1
1863,Pike,2,21,23,0,2,20343,[],5,3,1
1864,Delta,2,21,23,1,1,20330,[],5,3,1
1865,Aven-Kal,2,14,29,0,0,23501,[],9,2,1
1866,Debaria,2,14,29,0,2,23353,[],9,2,1
1867,Debourg,2,16,25,2,0,24414,[],11,1,1
1868,Ribe,2,-24,15,0,0,19279,[],4,3,1
1869,Lindholm,2,-24,15,1,2,19166,[],4,2,1
1870,Adun,2,-10,-25,1,2,22616,[],8,1,1
1871,Urun,2,-10,-25,2,2,22616,[],8,3,1
1872,Lasarra,2,-10,-25,1,1,22613,[],8,1,1
1873,Mon.Precieux,0,6,-30,0,1,23406,[],9,2,1
1874,4leaf,2,24,28,2,0,22594,[],8,3,1
1875,Furleaf,2,24,28,2,2,22527,[],9,1,1
1876,4O-K,2,24,28,1,2,22530,[],9,1,1
1877,Fogeko,2,28,23,1,2,23014,[],9,1,1
1878,Furonia,2,28,23,0,1,23011,[],9,4,1
1879,MSINFO,2,-1,30,0,2,22920,[MNKY],8,3,1
1880,Santtiago,2,-1,30,0,2,22934,[MNKY],8,2,1
1881,Diaz,2,-1,30,2,0,22789,[MNKY],8,4,1
1882,Cock,0,-1,29,1,1,21152,[MNKY],5,2,1
1883,PatternB,2,-25,17,2,1,23442,[],9,1,1
1884,PatternC,2,-25,17,1,1,23447,[],9,2,1
1885,PatternA,0,-25,17,0,2,23491,[],9,1,1
